gene,profile,n_models,pearson_r,p_value,fdr,rank_positive
PAQR3,C-604 2 uM endpoint vs dependency strength,689,-0.01901427380122127,0.618314289431458,0.9552889143021046,11241
WDCP,C-604 2 uM endpoint vs dependency strength,689,-0.01901462814441172,0.6183077446403676,0.9552889143021046,11242
SLCO6A1,C-604 2 uM endpoint vs dependency strength,689,-0.0190156585655775,0.6182887127227072,0.9552889143021046,11243
GCM2,C-604 2 uM endpoint vs dependency strength,689,-0.019025771436847944,0.6181019411725664,0.9552889143021046,11244
ABCG2,C-604 2 uM endpoint vs dependency strength,689,-0.019033783471297385,0.6179539868213687,0.9552889143021046,11245
LZTS2,C-604 2 uM endpoint vs dependency strength,689,-0.019038734544724576,0.6178625654801213,0.9552889143021046,11246
PDHA2,C-604 2 uM endpoint vs dependency strength,689,-0.01904080603256988,0.6178243173051856,0.9552889143021046,11247
MDN1,C-604 2 uM endpoint vs dependency strength,689,-0.01905425738524988,0.617575975234116,0.9552889143021046,11248
UBASH3B,C-604 2 uM endpoint vs dependency strength,689,-0.019056965995446495,0.6175259735032366,0.9552889143021046,11249
FYCO1,C-604 2 uM endpoint vs dependency strength,689,-0.019065468258453882,0.6173690307485783,0.9552889143021046,11250
ZSCAN18,C-604 2 uM endpoint vs dependency strength,689,-0.019083397955390893,0.6170381247140734,0.9552889143021046,11251
HRH1,C-604 2 uM endpoint vs dependency strength,689,-0.019086233928914356,0.6169857917951679,0.9552889143021046,11252
A2M,C-604 2 uM endpoint vs dependency strength,689,-0.01909189216573433,0.6168813847555027,0.9552889143021046,11253
MYF6,C-604 2 uM endpoint vs dependency strength,689,-0.01909201183289331,0.6168791767140147,0.9552889143021046,11254
POC1A,C-604 2 uM endpoint vs dependency strength,689,-0.019098452216067367,0.6167603469274323,0.9552889143021046,11255
TFAP2E,C-604 2 uM endpoint vs dependency strength,689,-0.019099098833147768,0.616748416921917,0.9552889143021046,11256
SLC11A2,C-604 2 uM endpoint vs dependency strength,689,-0.019114711740582584,0.6164603913570924,0.9552889143021046,11257
RNF17,C-604 2 uM endpoint vs dependency strength,689,-0.019126107531618832,0.6162501999709329,0.9552889143021046,11258
WNT7B,C-604 2 uM endpoint vs dependency strength,689,-0.019133984330760623,0.6161049335079359,0.9552208147250641,11259
CYP1B1,C-604 2 uM endpoint vs dependency strength,689,-0.019137431070322054,0.6160413723467325,0.9552083463613493,11260
TMPRSS3,C-604 2 uM endpoint vs dependency strength,689,-0.01913946665660392,0.6160038355457481,0.9552083463613493,11261
FMNL3,C-604 2 uM endpoint vs dependency strength,689,-0.01914054246075869,0.6159839978101048,0.9552083463613493,11262
A2ML1,C-604 2 uM endpoint vs dependency strength,689,-0.019154200802489082,0.6157321635091382,0.9551165394538499,11263
CASP10,C-604 2 uM endpoint vs dependency strength,689,-0.019155034801672955,0.615716787584666,0.9551165394538499,11264
AIDA,C-604 2 uM endpoint vs dependency strength,689,-0.019158003171244404,0.6156620629659703,0.9551165394538499,11265
CLEC4A,C-604 2 uM endpoint vs dependency strength,689,-0.01916061554762996,0.6156139031727595,0.9551165394538499,11266
EPB41L4B,C-604 2 uM endpoint vs dependency strength,689,-0.01916716978115575,0.6154930815571936,0.9551165394538499,11267
MPV17L2,C-604 2 uM endpoint vs dependency strength,689,-0.019178835646282984,0.6152780571747803,0.9551165394538499,11268
SLC2A11,C-604 2 uM endpoint vs dependency strength,689,-0.019179567726402884,0.6152645646260235,0.9551165394538499,11269
CCDC169,C-604 2 uM endpoint vs dependency strength,689,-0.01918905164476355,0.6150897837025892,0.9551100838089391,11270
CD47,C-604 2 uM endpoint vs dependency strength,689,-0.019209620830248138,0.6147107852037509,0.9551100838089391,11271
WRAP73,C-604 2 uM endpoint vs dependency strength,689,-0.019224747010352292,0.6144321425230557,0.9549507689348846,11272
PFDN5,C-604 2 uM endpoint vs dependency strength,689,-0.01923253831153255,0.614288638917167,0.954813987945601,11273
MAF1,C-604 2 uM endpoint vs dependency strength,689,-0.019232696271612826,0.6142857296914335,0.954813987945601,11274
TUBA3C,C-604 2 uM endpoint vs dependency strength,689,-0.019235505021289047,0.6142340006275311,0.954813987945601,11275
MUC16,C-604 2 uM endpoint vs dependency strength,689,-0.019237734368115694,0.6141929438554123,0.954813987945601,11276
NMT2,C-604 2 uM endpoint vs dependency strength,689,-0.019254912410498523,0.6138766248657377,0.954750148901571,11277
CYP27B1,C-604 2 uM endpoint vs dependency strength,689,-0.019255892585035055,0.6138585779496688,0.954750148901571,11278
PLK1,C-604 2 uM endpoint vs dependency strength,689,-0.01926447884307838,0.6137004982490626,0.954750148901571,11279
KCNQ4,C-604 2 uM endpoint vs dependency strength,689,-0.019272064683503464,0.6135608519233169,0.954750148901571,11280
TNKS2,C-604 2 uM endpoint vs dependency strength,689,-0.01927331348533741,0.6135378643034938,0.954750148901571,11281
ZHX2,C-604 2 uM endpoint vs dependency strength,689,-0.019278633956625015,0.6134399306986454,0.954750148901571,11282
TNIK,C-604 2 uM endpoint vs dependency strength,689,-0.019284492147457703,0.6133321072834544,0.954750148901571,11283
POC5,C-604 2 uM endpoint vs dependency strength,689,-0.019292597894657454,0.61318293004894,0.954750148901571,11284
MAGEB10,C-604 2 uM endpoint vs dependency strength,689,-0.019301000547085535,0.6130283054790848,0.954750148901571,11285
ADAMTSL2,C-604 2 uM endpoint vs dependency strength,689,-0.019303405061823195,0.6129840610584107,0.954750148901571,11286
PIP4K2C,C-604 2 uM endpoint vs dependency strength,689,-0.019307925879872286,0.6129008792792799,0.954750148901571,11287
JOSD1,C-604 2 uM endpoint vs dependency strength,689,-0.01931015894321268,0.612859793378287,0.954750148901571,11288
KLHL40,C-604 2 uM endpoint vs dependency strength,689,-0.019311030681129212,0.6128437546921595,0.954750148901571,11289
SLC6A9,C-604 2 uM endpoint vs dependency strength,689,-0.019311572169947604,0.6128337921933071,0.954750148901571,11290
KDM5C,C-604 2 uM endpoint vs dependency strength,689,-0.0193127841512682,0.6128114939998529,0.954750148901571,11291
MYH14,C-604 2 uM endpoint vs dependency strength,689,-0.019317751786262577,0.612720102528243,0.954750148901571,11292
USP12,C-604 2 uM endpoint vs dependency strength,689,-0.01931810789021755,0.6127135513790829,0.954750148901571,11293
MYNN,C-604 2 uM endpoint vs dependency strength,689,-0.019323057429289782,0.6126224992311824,0.954750148901571,11294
MEI4,C-604 2 uM endpoint vs dependency strength,689,-0.019324995485851884,0.6125868482010688,0.954750148901571,11295
KIAA0930,C-604 2 uM endpoint vs dependency strength,689,-0.019326482519065803,0.6125594944774135,0.954750148901571,11296
NOXO1,C-604 2 uM endpoint vs dependency strength,689,-0.01933431362684113,0.612415451467685,0.954750148901571,11297
ZNF865,C-604 2 uM endpoint vs dependency strength,689,-0.01933879965899762,0.6123329434915277,0.954750148901571,11298
ZDHHC20,C-604 2 uM endpoint vs dependency strength,689,-0.01933942318960199,0.6123214757835811,0.954750148901571,11299
NFIC,C-604 2 uM endpoint vs dependency strength,689,-0.01934842517896443,0.61215592560962,0.954750148901571,11300
GARIN3,C-604 2 uM endpoint vs dependency strength,689,-0.019361960756839575,0.6119070381265707,0.954750148901571,11301
EFHD1,C-604 2 uM endpoint vs dependency strength,689,-0.019369155752364316,0.6117747572508039,0.954750148901571,11302
SPANXN2,C-604 2 uM endpoint vs dependency strength,689,-0.019378399424968943,0.6116048297351842,0.954750148901571,11303
SOS2,C-604 2 uM endpoint vs dependency strength,689,-0.0193827773464242,0.6115243571704098,0.954750148901571,11304
ALYREF,C-604 2 uM endpoint vs dependency strength,689,-0.019385125493495508,0.6114811967393526,0.954750148901571,11305
SEPTIN4,C-604 2 uM endpoint vs dependency strength,689,-0.019387687966745865,0.611434098393502,0.954750148901571,11306
SLC6A15,C-604 2 uM endpoint vs dependency strength,689,-0.01939873714243214,0.6112310325314442,0.954750148901571,11307
PCDHB6,C-604 2 uM endpoint vs dependency strength,689,-0.019407051491366123,0.6110782479969659,0.954750148901571,11308
FCRL6,C-604 2 uM endpoint vs dependency strength,689,-0.019408302812221823,0.611055255178487,0.954750148901571,11309
KCNK9,C-604 2 uM endpoint vs dependency strength,689,-0.019410062675710254,0.6110229186188415,0.954750148901571,11310
TEX26,C-604 2 uM endpoint vs dependency strength,689,-0.019417646023090644,0.6108835872852205,0.954750148901571,11311
GPC6,C-604 2 uM endpoint vs dependency strength,689,-0.019419170675985874,0.6108555760337687,0.954750148901571,11312
DHX57,C-604 2 uM endpoint vs dependency strength,689,-0.019429948758934085,0.6106575749827681,0.954750148901571,11313
PKIA,C-604 2 uM endpoint vs dependency strength,689,-0.019436412574115297,0.6105388437279872,0.954750148901571,11314
GGN,C-604 2 uM endpoint vs dependency strength,689,-0.019462250517535827,0.610064338918501,0.9546300091944346,11315
AKAP12,C-604 2 uM endpoint vs dependency strength,689,-0.01946831414256403,0.6099530062408898,0.9546294434980904,11316
STARD3NL,C-604 2 uM endpoint vs dependency strength,689,-0.01946892425684231,0.6099418045863615,0.9546294434980904,11317
ARHGAP10,C-604 2 uM endpoint vs dependency strength,689,-0.019488548484962665,0.6095815538043997,0.954578101499919,11318
VPS37B,C-604 2 uM endpoint vs dependency strength,689,-0.0194990802948046,0.6093882555555945,0.954578101499919,11319
NELFA,C-604 2 uM endpoint vs dependency strength,689,-0.0195013382051618,0.6093468179643943,0.954578101499919,11320
LDB1,C-604 2 uM endpoint vs dependency strength,689,-0.01950174556051802,0.6093393422361948,0.954578101499919,11321
PARP16,C-604 2 uM endpoint vs dependency strength,689,-0.019501952578750505,0.6093355430823073,0.954578101499919,11322
CSKMT,C-604 2 uM endpoint vs dependency strength,689,-0.019505975849606175,0.6092617109717134,0.954578101499919,11323
DDB2,C-604 2 uM endpoint vs dependency strength,689,-0.019507456776502154,0.6092345350891294,0.954578101499919,11324
MTHFD1L,C-604 2 uM endpoint vs dependency strength,689,-0.019518415935848136,0.6090334447704514,0.954578101499919,11325
SLITRK1,C-604 2 uM endpoint vs dependency strength,689,-0.01952651988768117,0.608884763792971,0.954578101499919,11326
COL11A1,C-604 2 uM endpoint vs dependency strength,689,-0.019528452378720484,0.6088493112912793,0.954578101499919,11327
SLC30A10,C-604 2 uM endpoint vs dependency strength,689,-0.019528458632095343,0.6088491965715197,0.954578101499919,11328
RNF25,C-604 2 uM endpoint vs dependency strength,689,-0.019542563554030296,0.6085904626111727,0.954578101499919,11329
CKMT2,C-604 2 uM endpoint vs dependency strength,689,-0.019552339548560144,0.608411165101054,0.9543867702009148,11330
LMNB1,C-604 2 uM endpoint vs dependency strength,689,-0.0195775707953772,0.6079485176816509,0.954024940789802,11331
HNRNPK,C-604 2 uM endpoint vs dependency strength,689,-0.019586283377649193,0.6077887976214951,0.9540193653022373,11332
CENPB,C-604 2 uM endpoint vs dependency strength,689,-0.01958663850950629,0.6077822876995538,0.9540193653022373,11333
ENAH,C-604 2 uM endpoint vs dependency strength,689,-0.019588377985212357,0.6077504018192582,0.9540193653022373,11334
SOX5,C-604 2 uM endpoint vs dependency strength,689,-0.01959072203576698,0.6077074348110478,0.9540193653022373,11335
EPS8L3,C-604 2 uM endpoint vs dependency strength,689,-0.0195963190920859,0.6076048448967517,0.9540193653022373,11336
CADM3,C-604 2 uM endpoint vs dependency strength,689,-0.019598369796570068,0.6075672589259862,0.9540193653022373,11337
NAGK,C-604 2 uM endpoint vs dependency strength,689,-0.01960125299623684,0.6075144164667876,0.9540193653022373,11338
DUSP18,C-604 2 uM endpoint vs dependency strength,689,-0.019606883669736484,0.6074112249935081,0.9540193653022373,11339
NNT,C-604 2 uM endpoint vs dependency strength,689,-0.019616569778054545,0.6072337291862681,0.9540193653022373,11340
ONECUT3,C-604 2 uM endpoint vs dependency strength,689,-0.019622610525311744,0.6071230455193953,0.9540193653022373,11341
FXYD5,C-604 2 uM endpoint vs dependency strength,689,-0.019636456768109618,0.6068693769026651,0.9539249270097181,11342
PILRA,C-604 2 uM endpoint vs dependency strength,689,-0.01963677697042272,0.606863511229267,0.9539249270097181,11343
ARL10,C-604 2 uM endpoint vs dependency strength,689,-0.019639639000327058,0.6068110838340213,0.9539249270097181,11344
PTGER3,C-604 2 uM endpoint vs dependency strength,689,-0.019648307969148907,0.6066522957702114,0.9539249270097181,11345
SLC49A4,C-604 2 uM endpoint vs dependency strength,689,-0.01965112830048649,0.6066006402241851,0.9539249270097181,11346
EPS8L2,C-604 2 uM endpoint vs dependency strength,689,-0.019652365093336396,0.6065779884655113,0.9539249270097181,11347
SDC4,C-604 2 uM endpoint vs dependency strength,689,-0.019656228378029935,0.6065072351560432,0.9539249270097181,11348
SUMO3,C-604 2 uM endpoint vs dependency strength,689,-0.019660637678491105,0.6064264864554724,0.9539249270097181,11349
LUZP1,C-604 2 uM endpoint vs dependency strength,689,-0.01966078313150937,0.6064238228171059,0.9539249270097181,11350
SLC5A5,C-604 2 uM endpoint vs dependency strength,689,-0.019666620162703374,0.6063169352887836,0.9539249270097181,11351
TCERG1,C-604 2 uM endpoint vs dependency strength,689,-0.01968830818222956,0.6059198586429652,0.9539249270097181,11352
EDNRB,C-604 2 uM endpoint vs dependency strength,689,-0.01969582191643069,0.605782319997166,0.9539249270097181,11353
SERPINB2,C-604 2 uM endpoint vs dependency strength,689,-0.019701125456206347,0.6056852472807378,0.9539249270097181,11354
ZNF764,C-604 2 uM endpoint vs dependency strength,689,-0.019708701512463508,0.6055465918819426,0.9538709961114709,11355
TRMT10B,C-604 2 uM endpoint vs dependency strength,689,-0.019709081331222084,0.6055396408917852,0.9538709961114709,11356
ERLEC1,C-604 2 uM endpoint vs dependency strength,689,-0.019710072613421996,0.6055214997945887,0.9538709961114709,11357
ANKRD13A,C-604 2 uM endpoint vs dependency strength,689,-0.01971367440366914,0.6054555867779469,0.9538709961114709,11358
CMAS,C-604 2 uM endpoint vs dependency strength,689,-0.019715631365374544,0.6054197755847143,0.9538709961114709,11359
FIGN,C-604 2 uM endpoint vs dependency strength,689,-0.01971688955510115,0.6053967519881268,0.9538709961114709,11360
SPINT3,C-604 2 uM endpoint vs dependency strength,689,-0.019726020415975848,0.6052296782178759,0.9538709961114709,11361
CFAP43,C-604 2 uM endpoint vs dependency strength,689,-0.019736238572375855,0.6050427338880869,0.9538709961114709,11362
DKK2,C-604 2 uM endpoint vs dependency strength,689,-0.019738277283085078,0.6050054381364636,0.9538709961114709,11363
ADAM32,C-604 2 uM endpoint vs dependency strength,689,-0.01974999778895194,0.6047910455826839,0.9538709961114709,11364
PADI3,C-604 2 uM endpoint vs dependency strength,689,-0.019756374024961377,0.6046744251777929,0.9538709961114709,11365
TMPRSS11F,C-604 2 uM endpoint vs dependency strength,689,-0.019768180052932894,0.6044585212656005,0.9538709961114709,11366
CHST6,C-604 2 uM endpoint vs dependency strength,689,-0.019777610543495583,0.6042860850344522,0.9538709961114709,11367
B4GAT1,C-604 2 uM endpoint vs dependency strength,689,-0.019793695176676476,0.6039920288621522,0.9538709961114709,11368
PCDHA9,C-604 2 uM endpoint vs dependency strength,689,-0.019808069869268485,0.6037292877749493,0.9537381687786247,11369
PHKB,C-604 2 uM endpoint vs dependency strength,689,-0.01981372714432431,0.6036258979774554,0.9536624035539137,11370
MFNG,C-604 2 uM endpoint vs dependency strength,689,-0.0198149087729669,0.6036043040699092,0.9536624035539137,11371
SSNA1,C-604 2 uM endpoint vs dependency strength,689,-0.019818254935325647,0.6035431558404546,0.9536624035539137,11372
PIGA,C-604 2 uM endpoint vs dependency strength,689,-0.019831881478947502,0.6032941712173296,0.9536624035539137,11373
PRKAR2B,C-604 2 uM endpoint vs dependency strength,689,-0.019845112814819408,0.6030524519602781,0.9534717141311423,11374
ACSS2,C-604 2 uM endpoint vs dependency strength,689,-0.0198472286288669,0.6030138028286938,0.9534717141311423,11375
ZNF672,C-604 2 uM endpoint vs dependency strength,689,-0.019852799265529048,0.602912050495859,0.9534717141311423,11376
PLA2R1,C-604 2 uM endpoint vs dependency strength,689,-0.01985429196200167,0.6028847864575504,0.9534717141311423,11377
NBR1,C-604 2 uM endpoint vs dependency strength,689,-0.019869114146558786,0.6026140899314456,0.9534647247811773,11378
TNK1,C-604 2 uM endpoint vs dependency strength,689,-0.019872865705930033,0.6025455841248927,0.9534440149791942,11379
NRGN,C-604 2 uM endpoint vs dependency strength,689,-0.01987638074453635,0.6024814005103863,0.9534301412602278,11380
SGCA,C-604 2 uM endpoint vs dependency strength,689,-0.01989100095462765,0.6022144725690525,0.9530953914589779,11381
BACH1,C-604 2 uM endpoint vs dependency strength,689,-0.01989626806516999,0.602118321525681,0.9530308851747326,11382
CHSY3,C-604 2 uM endpoint vs dependency strength,689,-0.01990101213627196,0.6020317244716004,0.9530308851747326,11383
BICRAL,C-604 2 uM endpoint vs dependency strength,689,-0.019908063121585256,0.6019030279502748,0.9530308851747326,11384
IL37,C-604 2 uM endpoint vs dependency strength,689,-0.01990837314065939,0.601897369681035,0.9530308851747326,11385
TRUB1,C-604 2 uM endpoint vs dependency strength,689,-0.01992958721877019,0.6015102407998963,0.9530308851747326,11386
TM6SF2,C-604 2 uM endpoint vs dependency strength,689,-0.019933027266685006,0.6014474750378597,0.9530308851747326,11387
OTC,C-604 2 uM endpoint vs dependency strength,689,-0.019947814726929563,0.6011777024428727,0.9530072436399225,11388
SLC16A10,C-604 2 uM endpoint vs dependency strength,689,-0.019950604914975453,0.6011268062208166,0.9530072436399225,11389
THOC2,C-604 2 uM endpoint vs dependency strength,689,-0.019952625906100255,0.6010899422429946,0.9530072436399225,11390
GET4,C-604 2 uM endpoint vs dependency strength,689,-0.01995335990455829,0.6010765539638794,0.9530072436399225,11391
FAM221A,C-604 2 uM endpoint vs dependency strength,689,-0.019954693667350018,0.6010522262069258,0.9530072436399225,11392
SEMA4C,C-604 2 uM endpoint vs dependency strength,689,-0.019965519020744383,0.6008547887977858,0.9530072436399225,11393
ARID4B,C-604 2 uM endpoint vs dependency strength,689,-0.019966764104578785,0.6008320823028779,0.9530072436399225,11394
TRPV6,C-604 2 uM endpoint vs dependency strength,689,-0.019976490675481497,0.6006547129183131,0.9530072436399225,11395
MON1B,C-604 2 uM endpoint vs dependency strength,689,-0.01998678434785018,0.6004670278466404,0.9530072436399225,11396
TF,C-604 2 uM endpoint vs dependency strength,689,-0.019990305538391852,0.6004028318666617,0.9530072436399225,11397
EVX2,C-604 2 uM endpoint vs dependency strength,689,-0.019992501684218345,0.6003627947794661,0.9530072436399225,11398
GNAO1,C-604 2 uM endpoint vs dependency strength,689,-0.019994011371199202,0.6003352729572794,0.9530072436399225,11399
ENTPD1,C-604 2 uM endpoint vs dependency strength,689,-0.019998405350538265,0.6002551732885744,0.9530072436399225,11400
C1GALT1C1,C-604 2 uM endpoint vs dependency strength,689,-0.020006660860761537,0.6001046932189813,0.9530072436399225,11401
CARS1,C-604 2 uM endpoint vs dependency strength,689,-0.020009619641358452,0.6000507652030346,0.9530072436399225,11402
EPOP,C-604 2 uM endpoint vs dependency strength,689,-0.020022329910903067,0.59981912721776,0.9530072436399225,11403
LRRC45,C-604 2 uM endpoint vs dependency strength,689,-0.020023679801611908,0.5997945285411816,0.9530072436399225,11404
HCAR2,C-604 2 uM endpoint vs dependency strength,689,-0.02003343966173374,0.5996166909282078,0.9530072436399225,11405
C9orf72,C-604 2 uM endpoint vs dependency strength,689,-0.02003684159639292,0.5995547087602859,0.9530072436399225,11406
SLC9B1,C-604 2 uM endpoint vs dependency strength,689,-0.02003768356744228,0.5995393687623873,0.9530072436399225,11407
GDAP1L1,C-604 2 uM endpoint vs dependency strength,689,-0.02003842452638988,0.5995258692659603,0.9530072436399225,11408
PLAC1,C-604 2 uM endpoint vs dependency strength,689,-0.020039432467653284,0.5995075058517092,0.9530072436399225,11409
FAM107B,C-604 2 uM endpoint vs dependency strength,689,-0.020050767520952313,0.5993010130291813,0.9530072436399225,11410
STON1,C-604 2 uM endpoint vs dependency strength,689,-0.0200579393136391,0.5991703797266487,0.9530072436399225,11411
NISCH,C-604 2 uM endpoint vs dependency strength,689,-0.020061265487300854,0.5991097982621443,0.9530072436399225,11412
SLC5A1,C-604 2 uM endpoint vs dependency strength,689,-0.020064522577817562,0.5990504777320798,0.9530072436399225,11413
KRTAP5_11,C-604 2 uM endpoint vs dependency strength,689,-0.02007261188246954,0.5989031608539015,0.9530072436399225,11414
C11orf87,C-604 2 uM endpoint vs dependency strength,689,-0.020082304027618847,0.5987266757269327,0.9530072436399225,11415
HK1,C-604 2 uM endpoint vs dependency strength,689,-0.020084238565044224,0.5986914523818493,0.9530072436399225,11416
SAT1,C-604 2 uM endpoint vs dependency strength,689,-0.020117956153530948,0.5980776856234443,0.9526827683687954,11417
MYL6B,C-604 2 uM endpoint vs dependency strength,689,-0.020121894136687912,0.5980060204700095,0.952656813165418,11418
VEZF1,C-604 2 uM endpoint vs dependency strength,689,-0.020146450518335236,0.5975592204247289,0.9522095385206503,11419
HMSD,C-604 2 uM endpoint vs dependency strength,689,-0.020154158472658952,0.5974190064612838,0.9522095385206503,11420
TAC4,C-604 2 uM endpoint vs dependency strength,689,-0.02016007374131874,0.5973114130315359,0.9521674104704507,11421
BRME1,C-604 2 uM endpoint vs dependency strength,689,-0.02016770867833211,0.5971725533755156,0.9520342643463442,11422
AK7,C-604 2 uM endpoint vs dependency strength,689,-0.020169002944098808,0.5971490154981342,0.9520342643463442,11423
CFAP206,C-604 2 uM endpoint vs dependency strength,689,-0.020171774166387758,0.5970986186944215,0.9520342643463442,11424
FAM174C,C-604 2 uM endpoint vs dependency strength,689,-0.020172438086161006,0.5970865450905637,0.9520342643463442,11425
PRPF39,C-604 2 uM endpoint vs dependency strength,689,-0.02017467603768936,0.5970458480073705,0.9520342643463442,11426
PELI1,C-604 2 uM endpoint vs dependency strength,689,-0.020182002311546054,0.5969126287398648,0.9520342643463442,11427
DEDD2,C-604 2 uM endpoint vs dependency strength,689,-0.02019225351174304,0.5967262459464107,0.9520342643463442,11428
IFIH1,C-604 2 uM endpoint vs dependency strength,689,-0.020193572685319384,0.5967022632348651,0.9520342643463442,11429
RNF34,C-604 2 uM endpoint vs dependency strength,689,-0.020206054084381114,0.5964753717839619,0.9520342643463442,11430
TTC38,C-604 2 uM endpoint vs dependency strength,689,-0.02023423795979513,0.5959631792163098,0.9520342643463442,11431
SLC22A14,C-604 2 uM endpoint vs dependency strength,689,-0.02024454832250037,0.5957758564204308,0.9520342643463442,11432
AFAP1L2,C-604 2 uM endpoint vs dependency strength,689,-0.020248230138059316,0.5957089702133855,0.9520342643463442,11433
PLEKHG2,C-604 2 uM endpoint vs dependency strength,689,-0.02025322691463657,0.5956182010523153,0.9520342643463442,11434
PTPN18,C-604 2 uM endpoint vs dependency strength,689,-0.020254175167627356,0.5956009762321887,0.9520342643463442,11435
POLA2,C-604 2 uM endpoint vs dependency strength,689,-0.020255057364434132,0.595584951512594,0.9520342643463442,11436
FES,C-604 2 uM endpoint vs dependency strength,689,-0.02025522534783319,0.5955819001897756,0.9520342643463442,11437
CDH3,C-604 2 uM endpoint vs dependency strength,689,-0.020261921935372598,0.5954602662847759,0.9520342643463442,11438
GPAA1,C-604 2 uM endpoint vs dependency strength,689,-0.020264925645881886,0.5954057118667019,0.9520342643463442,11439
LRRC30,C-604 2 uM endpoint vs dependency strength,689,-0.02027319196597822,0.5952555878818342,0.9520342643463442,11440
DCT,C-604 2 uM endpoint vs dependency strength,689,-0.02027340648566953,0.5952516922361796,0.9520342643463442,11441
SEMA6D,C-604 2 uM endpoint vs dependency strength,689,-0.020274249280613593,0.5952363873178885,0.9520342643463442,11442
AEN,C-604 2 uM endpoint vs dependency strength,689,-0.020274614562977127,0.5952297539489425,0.9520342643463442,11443
EVX1,C-604 2 uM endpoint vs dependency strength,689,-0.020282628872555566,0.595084226043296,0.9520342643463442,11444
SCGB1D4,C-604 2 uM endpoint vs dependency strength,689,-0.02029081350236516,0.5949356221067342,0.9520342643463442,11445
ACTL8,C-604 2 uM endpoint vs dependency strength,689,-0.020291282388596395,0.594927109302866,0.9520342643463442,11446
THEM4,C-604 2 uM endpoint vs dependency strength,689,-0.020316064420412432,0.5944772613125299,0.9520342643463442,11447
SERTM1,C-604 2 uM endpoint vs dependency strength,689,-0.020329762978614406,0.5942286691572252,0.9520342643463442,11448
MOB3B,C-604 2 uM endpoint vs dependency strength,689,-0.020359122574548385,0.5936960309166427,0.9520342643463442,11449
CLK1,C-604 2 uM endpoint vs dependency strength,689,-0.02036310127785929,0.5936238665404286,0.9520342643463442,11450
SHISA2,C-604 2 uM endpoint vs dependency strength,689,-0.020363125118802467,0.5936234341335326,0.9520342643463442,11451
PIGG,C-604 2 uM endpoint vs dependency strength,689,-0.020379763765365367,0.593321691502886,0.9520342643463442,11452
KCNA5,C-604 2 uM endpoint vs dependency strength,689,-0.020394718168197507,0.5930505525326969,0.9520342643463442,11453
PTP4A2,C-604 2 uM endpoint vs dependency strength,689,-0.020396535683928716,0.5930176029320912,0.9520342643463442,11454
C19orf33,C-604 2 uM endpoint vs dependency strength,689,-0.020417198300444417,0.5926430708358117,0.9520342643463442,11455
GPR139,C-604 2 uM endpoint vs dependency strength,689,-0.020426875370566262,0.5924677007760558,0.9520342643463442,11456
KCNA10,C-604 2 uM endpoint vs dependency strength,689,-0.02044267798616649,0.5921813732633705,0.9520342643463442,11457
MEIG1,C-604 2 uM endpoint vs dependency strength,689,-0.0204436773231439,0.5921632684121043,0.9520342643463442,11458
SRBD1,C-604 2 uM endpoint vs dependency strength,689,-0.020453917807234448,0.5919777575717563,0.9520342643463442,11459
PSAPL1,C-604 2 uM endpoint vs dependency strength,689,-0.020459507361509068,0.5918765115880318,0.9520342643463442,11460
CRAMP1,C-604 2 uM endpoint vs dependency strength,689,-0.020459990229878627,0.5918677655593279,0.9520342643463442,11461
SCMH1,C-604 2 uM endpoint vs dependency strength,689,-0.020462882298470854,0.5918153837550023,0.9520342643463442,11462
ALPK2,C-604 2 uM endpoint vs dependency strength,689,-0.02046429053775609,0.5917898781737007,0.9520342643463442,11463
FOXJ1,C-604 2 uM endpoint vs dependency strength,689,-0.02046651357590964,0.5917496162400623,0.9520342643463442,11464
DUT,C-604 2 uM endpoint vs dependency strength,689,-0.0204686892783224,0.5917102128299512,0.9520342643463442,11465
STYX,C-604 2 uM endpoint vs dependency strength,689,-0.02047495883927315,0.5915966736588781,0.9520342643463442,11466
TRHR,C-604 2 uM endpoint vs dependency strength,689,-0.020480321656513114,0.5914995631688325,0.9520342643463442,11467
CPOX,C-604 2 uM endpoint vs dependency strength,689,-0.020480776758987608,0.5914913224591167,0.9520342643463442,11468
DDX41,C-604 2 uM endpoint vs dependency strength,689,-0.020495581942426556,0.5912232682118197,0.9520342643463442,11469
EXTL2,C-604 2 uM endpoint vs dependency strength,689,-0.020503708406315397,0.5910761587598575,0.9520342643463442,11470
MEST,C-604 2 uM endpoint vs dependency strength,689,-0.02050870124607483,0.5909857841222158,0.9520342643463442,11471
CAP2,C-604 2 uM endpoint vs dependency strength,689,-0.020511522969610032,0.5909347113357244,0.9520342643463442,11472
SLFN13,C-604 2 uM endpoint vs dependency strength,689,-0.020519581847727654,0.5907888579661137,0.9520342643463442,11473
SPATA6,C-604 2 uM endpoint vs dependency strength,689,-0.020521522893714592,0.5907537304717868,0.9520342643463442,11474
TMUB1,C-604 2 uM endpoint vs dependency strength,689,-0.020526755598523856,0.5906590379516072,0.9520342643463442,11475
GARIN6,C-604 2 uM endpoint vs dependency strength,689,-0.020531716139776036,0.5905692770162901,0.9520342643463442,11476
PHGDH,C-604 2 uM endpoint vs dependency strength,689,-0.020533271875900563,0.5905411272799262,0.9520342643463442,11477
LHFPL1,C-604 2 uM endpoint vs dependency strength,689,-0.020533579444961987,0.5905355621494667,0.9520342643463442,11478
